Source,Target
ação,omissão
omissão,ardilosa
ardilosa,operação
operação,crédito
crédito,ilegal
ilegal,financiamento
financiamento,bancos
bancos,estatais
estatais,controle
controle,razões
razões,principais
principais,levaram
levaram,afirmar
afirmar,relação
relação,pedaladas
pedaladas,fiscais
fiscais,existe
existe,indícios
indícios,suficientes
suficientes,abertura
abertura,processo
processo,impeachment
impeachment,mandar
mandar,fazer
fazer,julgamento
julgamento,gravidade
gravidade,momento
momento,político
político,preciso
preciso,auxilie
auxilie,retomada
retomada,condições
condições,governabilidade
governabilidade,cidadãos
cidadãos,exige
exige,resposta
resposta,estabilidade
estabilidade,econômica
econômica,incertezas
incertezas,políticas
políticas,arriscam
arriscam,arrastam
arrastam,país
país,crise
crise,precedentes
precedentes,preciso
preciso,manter
manter,regras
regras,constitucionais
constitucionais,estabelecidas
estabelecidas,virar
virar,página
página,angústia
angústia,povo
povo,brasileiro
brasileiro,referindo
referindo,responsabilidade
responsabilidade,homens
homens,públicos
públicos,pacificar
pacificar,país
país,diminuir
diminuir,discussões
discussões,promover
promover,reconciliação
reconciliação,nacional
nacional,diálogo
diálogo,torno
torno,projeto
projeto,governo
governo,capaz
capaz,superar
superar,crise
crise,precisa
precisa,muros
muros,precisa
precisa,resolvem
resolvem,incertezas
incertezas,políticas
políticas,indicadores
indicadores,indicadores
indicadores,econômicos
econômicos,deterioram
deterioram,condução
condução,política
política,orçamentária
orçamentária,brasileiro
brasileiro,margem
margem,Constituição
Constituição,leis
leis,orçamentárias
orçamentárias,evidencia
evidencia,grave
grave,violação
violação,valores
valores,éticos
éticos,jurídicos
jurídicos,legitimam
legitimam,controle
controle,democrático
democrático,popular
popular,limites
limites,orçamentária
orçamentária,gastos
gastos,governamentais
governamentais,sinais
sinais,paralisia
paralisia,tomou
tomou,conta
conta,país
país,decretos
decretos,pedaladas
pedaladas,fiscais
fiscais,fizeram
fizeram,concluir
concluir,admissibilidade
admissibilidade,convenceu
convenceu,questões
questões,efeito
efeito,danoso
danoso,prática
prática,condução
condução,economia
economia,país
país,população
população,enganada
enganada,podemos
podemos,Minimizar
Minimizar,atos
atos,prejuízos
prejuízos,contabilidade
contabilidade,criativa
criativa,nociva
nociva,ilegal
ilegal,desemprego
desemprego,recessão
recessão,paralisação
paralisação,programas
programas,sociais
sociais,inflação
inflação,aumento
aumento,preços
preços,perda
perda,poder
poder,compra
compra,perda
perda,credibilidade
credibilidade,encerramento
encerramento,empresa
empresa,autta
autta,restrição
restrição,empréstimos
empréstimos,bancários
bancários,doente
doente,remédio
remédio,retomada
retomada,cidade
cidade,governabilidade
governabilidade,crescimento
crescimento,econômico
econômico,podemos
podemos,obir
obir,devemos
devemos,momento
momento,levar
levar,considerar
considerar,favores
favores,pessoais
pessoais,republicanos
republicanos,vergonha
vergonha,casa
casa,Devemos
Devemos,pensar
pensar,melhor
melhor,país
país,voto
voto,brasileiros
brasileiros,eleitores
eleitores,eleitores
eleitores,eleitor
eleitor,políticos
políticos,peço
peço,plenário
plenário,confirme
confirme,relatório
relatório,comissão
comissão,permita
permita,infrações
infrações,atribuídas
atribuídas,presidente
presidente,possam
possam,julgadas
julgadas,Senado
Senado,exige
exige,merece
merece,apuração
apuração,exerce
exerce,poder
poder,responsável
responsável,atos
atos,poder
poder,responsabilidade
responsabilidade,possível
possível,regime
regime,democrático
democrático,convicto
convicto,comissão
comissão,especial
especial,cumpriu
cumpriu,papel
papel,debater
debater,pressupostos
pressupostos,admissibilidade
admissibilidade,denúncia
denúncia,sinto-me
sinto-me,grato
grato,conduzido
conduzido,tarefa
tarefa,delegada
delegada,peço
peço,licença
licença,colegas
colegas,deputados
deputados,agradecer
agradecer,família
família,filhos
filhos,netos
netos,querido
querido,Estado
Estado,depositou
depositou,confiança
confiança,representá-los
representá-los,casa
casa,último
último,Agradeço
Agradeço,brasileiros
brasileiros,intensa
intensa,participação
participação,cívica
cívica,manifestada
manifestada,especial
especial,data
data,dizia
dizia,volto
volto,repetir
repetir,dizia
dizia,pode
pode,voltar
voltar,fazer
fazer,novo
novo,começo
começo,pode
pode,recomeçar
recomeçar,fazer
fazer,novo
novo,fim
fim,hora
hora,momento
momento,reescrevermos
reescrevermos,história
história,democrática
democrática,país
país,precisa
precisa,voto
voto,falte
falte,repito
repito,precisa
precisa,voto
voto,falte
falte,hora
hora,retomar
retomar,protagonismo
protagonismo,esquecido
esquecido,últimos
últimos,anos
anos,concluo
concluo,Senor
Senor,Presidente
Presidente,dizendo
dizendo,clama
clama,fatos
fatos,devemos
devemos,autorizar
autorizar,estação
estação,ilumine
ilumine,divulgado
divulgado,repetir
repetir,critério
critério,colocar
colocar,pardos
pardos,blocos
blocos,chamaremos
chamaremos,líderes
líderes,partido
partido,ordem
ordem,maior
maior,pro
pro,menor
menor,orientação
orientação,acrescer
acrescer,tempo
tempo,partido
partido,minuto
minuto,corresponderia
corresponderia,partidos
partidos,liderança
liderança,tem
tem,tempo
tempo,semana
semana,utilizaram
utilizaram,utilizado
utilizado,minuto
minuto,colocado
colocado,facultada
facultada,palavra
palavra,líderes
líderes,partidos
partidos,responsabilidade
responsabilidade,líder
líder,utiliza
utiliza,forma
forma,convier
convier,dividir
dividir,pode
pode,dividir
dividir,problema
problema,responsável
responsável,tempo
tempo,terá
terá,prorrogação
prorrogação,chamo
chamo,senhor
senhor,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,deputados
deputados,fala
fala,saudando
saudando,bancada
bancada,representações
representações,partidárias
partidárias,assento
assento,iniciamos
iniciamos,sessão
sessão,histórica
histórica,analisada
analisada,analisada
analisada,páginas
páginas,história
história,devemos
devemos,fazer
fazer,sessão
sessão,clima
clima,paz
paz,respeito
respeito,democracia
democracia,devemos
devemos,dar
dar,sociedade
sociedade,assiste
assiste,fazendo
fazendo,brincadeira
brincadeira,disputa
disputa,jogo
jogo,futebol
futebol,contrário
contrário,graves
graves,sanções
sanções,previstas
previstas,previstas
previstas,ordenamento
ordenamento,jurídico
jurídico,cabe
cabe,posição
posição,posição
posição,defesa
defesa,princípios
princípios,republicanos
republicanos,brasileira
brasileira,longo
longo,semana
semana,bancada
bancada,reuniu
reuniu,meio
meio,semana
semana,tomar
tomar,decisão
decisão,lado
lado,lutou
lutou,liberdades
liberdades,direito
direito,voto
voto,garantias
garantias,individuais
individuais,restabelecidas
restabelecidas,país
país,compromisso
compromisso,povo
povo,brasileiro
brasileiro,inabalável
inabalável,há
há,momento
momento,história
história,brasileira
brasileira,circunstância
circunstância,levará
levará,partido
partido,agir
agir,forma
forma,diferente
diferente,defesa
defesa,democracia
democracia,ideais
ideais,liberdade
liberdade,Federativa
Federativa,bancada
bancada,exercendo
exercendo,liberdade
liberdade,exercendo
exercendo,direito
direito,decisão
decisão,consciente
consciente,optou
optou,voto
voto,favorável
favorável,processo
processo,impedimento
impedimento,bancada
bancada,Tomou
Tomou,decisão
decisão,entender
entender,circunstâncias
circunstâncias,políticas
políticas,país
país,vive
vive,circunstâncias
circunstâncias,levaram
levaram,início
início,processo
processo,presidência
presidência,república
república,preenchidas
preenchidas,cabe
cabe,momento
momento,qualidade
qualidade,líder
líder,forma
forma,direta
direta,disse
disse,discurso
discurso,semana
semana,forma
forma,emocionado
emocionado,geração
geração,viveria
viveria,momento
momento,reafirmo
reafirmo,disse
disse,discurso
discurso,sexta-feira
sexta-feira,início
início,debates
debates,processo
processo,bancada
bancada,encaminhar
encaminhar,voto
voto,sabemos
sabemos,sabemos
sabemos,aconteça
aconteça,acontec
acontec,dia
dia,teremos
teremos,dia
dia,nova
nova,etapa
etapa,nacional
nacional,partido
partido,político
político,precisa
precisa,ter
ter,responsabilidade
responsabilidade,país
país,possível
possível,disputas
disputas,políticas
políticas,ambições
ambições,políticas
políticas,continuem
continuem,levar
levar,trouxe
trouxe,país
país,momento
momento,faço
faço,registro
registro,sentemos
sentemos,mesa
mesa,passamos
passamos,discutir
discutir,futuro
futuro,imediato
imediato,Federativa
Federativa,pessoas
pessoas,vivendo
vivendo,verdade
verdade,pessoas
pessoas,vivendo
vivendo,reivindicam
reivindicam,t
t,direito
direito,reivindicar
reivindicar,verdade
verdade,temos
temos,fazer
fazer,parte
parte,criar
criar,ambiente
ambiente,político
político,necessário
necessário,ambiente
ambiente,político
político,propício
propício,avanços
avanços,possam
possam,ocorrer
ocorrer,agiu
agiu,lideranças
lideranças,bancada
bancada,agiu
agiu,polo
polo,ativo
ativo,processo
processo,exercemos
exercemos,exercemos
exercemos,responsabilidade
responsabilidade,quero
quero,fazer
fazer,agradecimento
agradecimento,especial
especial,bancada
bancada,conhece
conhece,posicionamento
posicionamento,conhece
conhece,posicionamento
posicionamento,companheiros
companheiros,bancada
bancada,acompanharão
acompanharão,posição
posição,bancada
bancada,faço
faço,faço
faço,agradecimento
agradecimento,bancada
bancada,faço
faço,agradecimento
agradecimento,bancada
bancada,compreensão
compreensão,respeito
respeito,tiveram
tiveram,posição
posição,fácil
fácil,quero
quero,dizer
dizer,companheiro
companheiro,companheira
companheira,partido
partido,respeito
respeito,posição
posição,desejo
desejo,possa
possa,exercer
exercer,voto
voto,coerência
coerência,necessária
necessária,desejo
desejo,necessário
necessário,transformação
transformação,país
país,fim
fim,processo
processo,sair
sair,grandes
grandes,vencidos
vencidos,fim
fim,processo
processo,deve
deve,vitória
vitória,vitória
vitória,povo
povo,brasileiro
brasileiro,dias
dias,melhores
melhores,viva
viva,democracia
democracia,cumprir
cumprir,dever
dever,vota
vota,encarecer
encarecer,sessão
sessão,ocorra
ocorra,seriedade
seriedade,merece
merece,povo
povo,brasileiro
brasileiro,espera
espera,merece
merece,excelência
excelência,continuar
continuar,usar
usar,tempo
tempo,tempo
tempo,continuar
continuar,usar
usar,tempo
tempo,Deputado
Deputado,encerrou
encerrou,encerrou
encerrou,lembrando
lembrando,lembrando
lembrando,lembrando
lembrando,excelências
excelências,colocar
colocar,orientação
orientação,partidos
partidos,guiar
guiar,cabe
cabe,orientação
orientação,acrescemos
acrescemos,tempo
tempo,minuto
minuto,queremos
queremos,processo
processo,tenha
tenha,coisa
coisa,haverá
haverá,orientação
orientação,colocada
colocada,referência
referência,referência
referência,partidos
partidos,chama
chama,falar
falar,tempo
tempo,temp
temp,coloque
coloque,tempo
tempo,gentileza
gentileza,senhoras
senhoras,deputadas
deputadas,senhores
senhores,deputados
deputados,bancada
bancada,combativa
combativa,Senado
Senado,senadores
senadores,senadoras
senadoras,golpe
golpe,povo
povo,brasileiro
brasileiro,pessoas
pessoas,especial
especial,consciência
consciência,democrática
democrática,constituída
constituída,homens
homens,mulheres
mulheres,fazem
fazem,oposição
oposição,governo
governo,dizendo
dizendo,voz
voz,democracia
democracia,ter
ter,golpe
golpe,fundamenta
fundamenta,motivos
