#Sentença,Texto da Sentença,Polaridade,Subjetividade
202,partido tem atitude partido esconde assume compromisso papel passado direito divergência preservado bancada quer dizer adotou critério aleatório ocasião partido decidisse dar voto impeachment presidente rosp senhoras senhores deputados decisão garantiu apoio 1:24:45 institucional candidatura governo consignada maioria diretório partido foi acaso,0.0,0.0
203,Senhor presidente primeiro sinal fraqueza absolutismo surgiu aparecimento princípio legal pleno prévio consolidado partir carta constitucional lembrança passado distante remonta tempo,0.2,0.2
204,servidão despotismos alertados fato ideal caiu céu inspiração constitucionalista sensibilizou melhores ilu mund crença indivíduo raiz evolu humanidade sentimento liberal liberalismo Senor,0.9,1.0
205,Presidente esclarecedores caro liberais senhoras senhores apoia aspectos vitais tolerância legalidade,0.0,0.0
206,confiança força,0.0,0.0
207,razão força razão,0.0,0.0
208,motivo senhoras senhores deputados,0.0,0.0
209,partido,0.0,0.0
210,República soube construir unidade levou cargo líder casa momento discórdia torno votação admissibilidade impeach presidente espírito unidade resiste semeadura divergência termos,0.0,0.0
211,posição,0.0,0.0
212,partido,0.0,0.0
213,República admissibilidade processo impeach presidente rosef,0.0,0.0
214,partido impeach senhor presidente desacordo alcance,0.0,0.0
215,Constituição país equívoco última análise atenta instituto varreu mapa absolutismo,0.0,0.0
216,Império vontade processo impeachment senhor presidente partiu parâmetros voláteis tomou emprestado parlamentarismo espírito normativo alheio ordo ordenamento jurídico claro desobediência pressupostos impeachment implicaria paradoxo constitucional dito consequências imprevisíveis país houve dolo senhor presidente presidente assinou decreto créditos chamadas pedaladas fiscais atrasaram repass bancos públicos houve senhores parlamentares presidente confiou juízo senhor presidente senhoras senhores deputados querida altiva fantástica maravilhosa bancada amigos queridos povo família brasileiras senhoras senhores instantes deputados representando estados tomando decisão importante longo alcance político econômico social institucional queria registrar somados votos válidos individuais legenda dados eleitores ponto vista constitucional jurídico eleitoral legitimados sessão sessão especial sessão fato analisando aprovamos relatório deputado admissibilidade contente enam julo últimos escutei respeito pronunciamento centenas colegas 1:29:40 colega tenho respeito líder partido trabalhadores falar deputados ratificou trabalhos comissão analisar mandatos segurança tiveram provimento ratificado relator ratificado trabalhos comissão fez importante fazer registro disseram acompanhar mesmo rito impeachment claro cautela constitucional jurídica Fez questões ordenamento regimental poderia complexidade tema fazer reuniões feita somaram horas fizemos reuniões horas debate povo brasileiro imprensa puderam acompanhar audiências públicas,0.03333333333333333,0.06666666666666667
217,esclarecimento denúncia ficaria consciência feito forma dada possibilidade advogado pronunciar trabalhos comissão vez demos oportunidade pronunciar vezes sessões defesa apresentação relatório homenagem casa faz ampla defesa homenagem casa faz contraditório vencedor dpf cabe cabe câmara juízo preliminar admissibilidade juízo caráter político desconsiderar aspectos técnicos formais,0.0,0.0
218,julgará fará dilação probatória fará otiva testemunha tratando admiss denncia relatório deputado cristalino claro está luz direito devemos admitir denúncia devemos admitir denúncia encaminhá-la senhora tenho respeito possa defender devido processo legal hve crie deixemos julgue confiamos julgamento for resultado acorda diferente lê acordará colocados desafios partir atravessando deputado,0.2,0.2
219,Montes tempestade perfeita crise econômica crise política crise ética crise coisa pública superação partidos superação encontrar rumos merecimento sociedade brasileira merece bancada Federais votar relatório deput sessão desse semana completa anos ilustre peraso,0.0,0.0
220,União braso rendemos homenag pd seriedade lealdade republicanismo temos peço infinita bondade forte unido queria agradecer esposa filhos pai mãe dona amigos assessores impossível chegado viva democracia viva instituições viva,0.0,0.0
221,câmara deputados,0.0,0.0
222,viva,0.0,0.0
223,povo brasileiro chamo senhor senhor presidente minutos falou deputado,0.0,0.0
224,Rosso líder fala deputado liderança fala importante fiz casa quero primeiras palavras agradecimento,0.0,0.0
225,agradecimento querida,0.0,0.0
226,estado estado agradecimento bancada bancada partido distinguiu posição líder,0.0,0.0
227,B partido há anos tenho orgulho história trajetória luta conquistas país igual país equilibrado país,0.0,0.0
228,justo arraz presidente subo falar sertanejos pernambucanos falo nome partido sentimento domina alegria revanche preocupação frustração país digo parceiros projeto transformação colaboramos fizemos parte anos projeto solidários momentos difíceis governo início abrimos mão candidatura própria ano corretos alertamos indicadores econômicos política econômica,0.0,0.0
229,colocava país prenunciava desastre vivendo fomos urnas divergimos voto tivemos votos vemos país desempregados milhares pernambucanos estado assistindo esperando política esperando política solução pode solução ideal solução legal solução prevista solução constitucional adequada momento mergulhado graves crises crise política ética crise social devo dizer vocês responsabilidade seriedade exige momento,0.3777777777777778,0.4222222222222222
230,Tenho respeito figura senhora devo dizer presidenta perdeu autoridade credibilidade liderar agena mínima possa tirar situação alimento ilusões,0.0,0.0
231,vivemos tempos dificuldades,0.0,0.0
232,turbulências decisão casa tarde domingo signifique brasileiros praça pública assistindo decisão resgatar autoestima decisão resgatar confiança decisão reanimar esperança povo,0.0,0.0
233,brasileiro país melhor possa iluminar hora ter medo hora ter coragem dizemos impit,0.0,0.0
234,chamo falou líder liderança partido manifestar momento deputo lder brasileiros permitiram trab fazer mudança,0.0,0.0
235,Agradecer queridos amazonenses deram legitimidade falando votando preceitos constitucionais preliminares atendidos relatório relator feriu lei responsabilidade fiscal feriu orçamento pena crime responsabilidade previsto,0.0,0.0
236,Constituição impedimento presidente,0.0,0.0
237,causas consequências adiram ações,0.0,0.0
238,geraram tipo crise crise econômica ano passado queda pibe ano aponta queda gerando insegurança gerando desemprego,0.0,0.0
239,gerando inflação,0.0,0.0
240,estado Amazonas sofre recessão chega depressão produção industrial cresceu último ano chega queda produção industrial últimos meses há consequências graves dentre brasileiros desempregados procurando fila emprego quero fazer homenagem imprensa brasileira homenagem faço imprensa tradicional novas mídias lendo pequeno trecho,0.0,0.0
241,Editorial,0.0,0.0
242,Estado deverá afastada presidência república gerência arrogante resultou inflação corrói rendimentos população baixa renda recessão rouba empregos chefes família jovens perversa combinação inflação recessão resultou absoluta falta confiança governo Central parte agentes econômicos concurso impossível promover crescimento econômico criação riquezas beneficie conjunto sociedade senhoras senhores brasileiros,0.0,0.25
243,rices país crise moral assola abate governo atinge lugares indistintamente podemos deixar vencer cansaço temos reagir irmos fim processo depende momento quero dizer nação conformada éramos povo brasileiro paraas ruas mostrar indignação devemos ação jovens devemos conselho velhos devemos sociedade brasileira indignada diz basta basta queremos governo levou descal país quero homenagear homenagear justiça brasileira homenageando justiça primeira instância pessoa juiz homenageio pessoa ministros homenageio polícia federal senhoras senhores quero fazer homenagem casa falem falarem vezes falam brasileiros mu vezes crise desesperados encontram casa povo brasileiro quero fazer homenagem partido obrigado deputados,0.0,0.25
244,Obrigado,0.0,0.0
245,senadores conosco momentos,0.0,0.0
246,Momento quero fim dizer votar encaminhar impeachment presidente bancada dirá melhor novo momento jovens filhos frente vença foi liderança democrat partido orientar bancada senhoras senhores ouvem assistem emissoras televisão plenário oportunidade tarde especial estaremos tratando futuro país quero fazer agradecimento especial bancada bancada prb peso bancada aguerrida nome bancada quero fazer cumprimento especial presidente partido assistindo momento quero fazer saudação especial brasileiros brasileiras poderia deixar fazer saudação especial povo amada confiou voto pudesse vivendo momento importante democracia país brasileiro há tempo,0.0,0.0
